filename,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,平均盈亏比
001259.SZ_pro_bar.csv,1,-1.05%,0.00%,-1.05%,-1.05%,0.0,0.0
001260.SZ_pro_bar.csv,2,-1.98%,0.00%,-0.42%,-3.53%,0.0,0.0
001266.SZ_pro_bar.csv,4,4.20%,50.00%,13.26%,-7.28%,2.783,1.391
001267.SZ_pro_bar.csv,1,-0.19%,0.00%,-0.19%,-0.19%,0.0,0.0
001268.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001269.SZ_pro_bar.csv,4,-3.49%,25.00%,9.91%,-10.32%,1.245,0.311
001270.SZ_pro_bar.csv,7,-0.49%,42.86%,20.66%,-13.29%,1.183,0.507
001277.SZ_pro_bar.csv,1,2.47%,100.00%,2.47%,2.47%,0.025,0.025
001278.SZ_pro_bar.csv,1,-2.12%,0.00%,-2.12%,-2.12%,0.0,0.0
001279.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001282.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001283.SZ_pro_bar.csv,2,-5.54%,0.00%,-4.94%,-6.14%,0.0,0.0
001286.SZ_pro_bar.csv,2,0.13%,50.00%,0.38%,-0.11%,3.314,1.657
001287.SZ_pro_bar.csv,3,-8.00%,0.00%,-1.80%,-14.99%,0.0,0.0
001288.SZ_pro_bar.csv,2,17.97%,50.00%,39.78%,-3.85%,10.342,5.171
001289.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001296.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001298.SZ_pro_bar.csv,1,1.00%,100.00%,1.00%,1.00%,0.01,0.01
001299.SZ_pro_bar.csv,4,-1.22%,50.00%,6.08%,-8.62%,0.651,0.325
001300.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001301.SZ_pro_bar.csv,3,4.87%,66.67%,19.20%,-8.14%,1.397,0.931
001306.SZ_pro_bar.csv,1,-6.74%,0.00%,-6.74%,-6.74%,0.0,0.0
001308.SZ_pro_bar.csv,5,-0.75%,40.00%,3.47%,-4.94%,0.745,0.298
001309.SZ_pro_bar.csv,3,9.79%,66.67%,35.91%,-9.27%,2.085,1.39
001311.SZ_pro_bar.csv,1,1.85%,100.00%,1.85%,1.85%,0.019,0.019
001313.SZ_pro_bar.csv,3,-3.19%,0.00%,-0.23%,-6.81%,0.0,0.0
001314.SZ_pro_bar.csv,2,-0.95%,50.00%,4.20%,-6.09%,0.689,0.345
001316.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001317.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001318.SZ_pro_bar.csv,2,4.09%,100.00%,5.47%,2.71%,0.041,0.041
001319.SZ_pro_bar.csv,3,-3.49%,33.33%,5.40%,-10.19%,0.68,0.227
001322.SZ_pro_bar.csv,2,-3.26%,0.00%,-1.91%,-4.61%,0.0,0.0
001323.SZ_pro_bar.csv,2,-0.74%,50.00%,1.05%,-2.53%,0.414,0.207
001324.SZ_pro_bar.csv,1,1.58%,100.00%,1.58%,1.58%,0.016,0.016
001326.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001328.SZ_pro_bar.csv,1,-0.78%,0.00%,-0.78%,-0.78%,0.0,0.0
001330.SZ_pro_bar.csv,3,-5.62%,33.33%,1.36%,-11.47%,0.149,0.05
001331.SZ_pro_bar.csv,3,-1.49%,33.33%,0.79%,-3.62%,0.302,0.101
001332.SZ_pro_bar.csv,2,2.65%,50.00%,11.45%,-6.14%,1.863,0.932
001333.SZ_pro_bar.csv,5,6.87%,40.00%,20.59%,-3.56%,9.348,3.739
001335.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001336.SZ_pro_bar.csv,3,3.55%,66.67%,10.39%,0.00%,0.036,0.024
001337.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001338.SZ_pro_bar.csv,3,-0.69%,33.33%,1.47%,-2.01%,0.831,0.277
001339.SZ_pro_bar.csv,1,-7.55%,0.00%,-7.55%,-7.55%,0.0,0.0
001356.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001358.SZ_pro_bar.csv,1,0.04%,100.00%,0.04%,0.04%,0.0,0.0
001359.SZ_pro_bar.csv,3,-3.01%,0.00%,-1.69%,-4.21%,0.0,0.0
001360.SZ_pro_bar.csv,1,-2.54%,0.00%,-2.54%,-2.54%,0.0,0.0
001366.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001367.SZ_pro_bar.csv,3,-1.95%,33.33%,1.18%,-6.61%,0.336,0.112
001368.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001373.SZ_pro_bar.csv,1,2.11%,100.00%,2.11%,2.11%,0.021,0.021
001376.SZ_pro_bar.csv,1,-1.51%,0.00%,-1.51%,-1.51%,0.0,0.0
001378.SZ_pro_bar.csv,1,0.83%,100.00%,0.83%,0.83%,0.008,0.008
001379.SZ_pro_bar.csv,2,-2.29%,0.00%,-1.63%,-2.95%,0.0,0.0
001380.SZ_pro_bar.csv,4,-5.24%,0.00%,-2.36%,-7.98%,0.0,0.0
001382.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001387.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001388.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001389.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001390.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001391.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001395.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001400.SZ_pro_bar.csv,0,N/A,N/A,N/A,N/A,,
001696.SZ_pro_bar.csv,11,31.28%,54.55%,187.92%,-2.52%,49.301,26.892
001872.SZ_pro_bar.csv,10,-0.48%,30.00%,5.45%,-6.15%,1.736,0.521
001896.SZ_pro_bar.csv,9,-1.51%,11.11%,16.06%,-6.09%,4.33,0.481
001914.SZ_pro_bar.csv,15,2.25%,40.00%,57.10%,-14.78%,2.606,1.042
001965.SZ_pro_bar.csv,6,1.83%,66.67%,6.04%,-1.60%,2.414,1.609
001979.SZ_pro_bar.csv,10,-0.92%,20.00%,6.52%,-4.20%,2.117,0.423
002001.SZ_pro_bar.csv,19,-2.97%,15.79%,9.92%,-11.16%,0.961,0.152
002003.SZ_pro_bar.csv,12,-0.90%,41.67%,5.80%,-8.37%,0.843,0.351
002004.SZ_pro_bar.csv,20,0.11%,30.00%,26.80%,-9.34%,2.095,0.628
002005.SZ_pro_bar.csv,12,-1.08%,50.00%,15.48%,-15.31%,0.7,0.35
002006.SZ_pro_bar.csv,18,0.89%,33.33%,20.65%,-17.61%,2.388,0.796
002007.SZ_pro_bar.csv,22,-0.29%,36.36%,22.12%,-15.68%,1.587,0.577
002008.SZ_pro_bar.csv,25,3.34%,52.00%,45.55%,-13.70%,2.151,1.119
002009.SZ_pro_bar.csv,16,2.25%,43.75%,17.73%,-7.29%,2.738,1.198
002010.SZ_pro_bar.csv,9,-2.82%,11.11%,7.62%,-7.34%,1.847,0.205
002011.SZ_pro_bar.csv,18,-1.34%,38.89%,5.98%,-10.82%,0.678,0.263
002012.SZ_pro_bar.csv,13,4.33%,38.46%,68.98%,-7.04%,3.792,1.458
002014.SZ_pro_bar.csv,14,5.52%,50.00%,46.01%,-3.22%,8.123,4.061
