代码,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,平均盈亏比
000888.SZ_pro_bar,3,-1.20%,33.33%,0.16%,-2.29%,0.086,0.011
000889.SZ_pro_bar,1,0.83%,100.00%,0.83%,0.00%,1.008,0.168
000890.SZ_pro_bar,2,-5.66%,0.00%,-5.14%,-6.17%,0.0,0.0
000892.SZ_pro_bar,8,5.71%,62.50%,24.63%,-4.19%,3.434,1.321
000893.SZ_pro_bar,0,None,None,None,None,,
000895.SZ_pro_bar,1,-0.87%,0.00%,-0.87%,-0.87%,0.0,0.0
000897.SZ_pro_bar,3,1.29%,33.33%,6.86%,-2.99%,2.298,0.287
000898.SZ_pro_bar,1,-1.97%,0.00%,-1.97%,-1.97%,0.0,0.0
000899.SZ_pro_bar,4,-0.06%,50.00%,2.92%,-2.75%,0.932,0.207
000900.SZ_pro_bar,1,-0.79%,0.00%,-0.79%,-0.79%,0.0,0.0
000901.SZ_pro_bar,1,4.17%,100.00%,4.17%,0.00%,1.042,0.174
000902.SZ_pro_bar,0,None,None,None,None,,
000903.SZ_pro_bar,2,-1.20%,50.00%,3.14%,-5.53%,0.567,0.081
000905.SZ_pro_bar,6,-0.23%,16.67%,3.59%,-1.26%,3.622,0.329
000906.SZ_pro_bar,0,None,None,None,None,,
000908.SZ_pro_bar,3,-1.09%,33.33%,1.51%,-2.93%,0.632,0.079
000909.SZ_pro_bar,5,2.96%,60.00%,9.41%,-1.22%,8.019,2.406
000910.SZ_pro_bar,3,-0.22%,66.67%,1.12%,-2.38%,0.363,0.091
000911.SZ_pro_bar,3,3.79%,100.00%,6.34%,1.41%,1.038,0.389
000912.SZ_pro_bar,4,1.39%,75.00%,5.08%,-1.43%,1.633,0.544
000913.SZ_pro_bar,1,-2.35%,0.00%,-2.35%,-2.35%,0.0,0.0
000915.SZ_pro_bar,0,None,None,None,None,,
000917.SZ_pro_bar,6,0.22%,66.67%,4.62%,-5.33%,0.587,0.213
000919.SZ_pro_bar,0,None,None,None,None,,
000920.SZ_pro_bar,1,-2.56%,0.00%,-2.56%,-2.56%,0.0,0.0
000921.SZ_pro_bar,0,None,None,None,None,,
000922.SZ_pro_bar,1,3.64%,100.00%,3.64%,0.00%,1.036,0.173
000923.SZ_pro_bar,3,-0.70%,66.67%,3.56%,-5.80%,0.319,0.08
000925.SZ_pro_bar,3,3.84%,66.67%,10.16%,-1.36%,4.727,1.182
000926.SZ_pro_bar,4,-1.03%,0.00%,-0.33%,-1.88%,0.0,0.0
000927.SZ_pro_bar,5,0.12%,40.00%,6.36%,-5.25%,1.649,0.33
000928.SZ_pro_bar,3,-1.60%,33.33%,0.29%,-2.97%,0.113,0.014
000929.SZ_pro_bar,2,3.38%,100.00%,6.39%,0.37%,1.034,0.295
000930.SZ_pro_bar,1,-4.53%,0.00%,-4.53%,-4.53%,0.0,0.0
000931.SZ_pro_bar,3,-2.67%,33.33%,2.43%,-6.85%,0.465,0.058
000932.SZ_pro_bar,1,-0.23%,0.00%,-0.23%,-0.23%,0.0,0.0
000933.SZ_pro_bar,1,17.84%,100.00%,17.84%,0.00%,1.178,0.196
000935.SZ_pro_bar,3,1.44%,100.00%,1.93%,0.68%,1.014,0.38
000936.SZ_pro_bar,2,1.62%,50.00%,10.44%,-7.20%,1.449,0.207
000937.SZ_pro_bar,0,None,None,None,None,,
000938.SZ_pro_bar,1,-1.10%,0.00%,-1.10%,-1.10%,0.0,0.0
000948.SZ_pro_bar,4,2.25%,75.00%,4.13%,-0.72%,4.468,1.489
000949.SZ_pro_bar,4,-0.63%,50.00%,0.60%,-2.21%,0.257,0.057
000950.SZ_pro_bar,2,-1.69%,0.00%,-1.07%,-2.31%,0.0,0.0
000951.SZ_pro_bar,2,2.43%,50.00%,5.36%,-0.50%,10.666,1.524
000952.SZ_pro_bar,12,-0.81%,25.00%,4.16%,-3.27%,1.181,0.208
000953.SZ_pro_bar,1,-2.51%,0.00%,-2.51%,-2.51%,0.0,0.0
000955.SZ_pro_bar,2,-1.84%,0.00%,-1.06%,-2.61%,0.0,0.0
000957.SZ_pro_bar,3,-1.29%,66.67%,4.46%,-9.75%,0.301,0.075
000958.SZ_pro_bar,5,-0.59%,40.00%,1.88%,-4.35%,0.782,0.156
000959.SZ_pro_bar,2,-1.15%,50.00%,0.92%,-3.23%,0.286,0.041
000960.SZ_pro_bar,2,8.02%,100.00%,10.41%,5.63%,1.08,0.309
000962.SZ_pro_bar,3,0.56%,66.67%,1.87%,-0.77%,1.597,0.399
000963.SZ_pro_bar,0,None,None,None,None,,
000965.SZ_pro_bar,10,-0.55%,20.00%,3.00%,-6.00%,1.093,0.146
000966.SZ_pro_bar,5,-3.69%,0.00%,-1.16%,-10.54%,0.0,0.0
000967.SZ_pro_bar,1,-2.12%,0.00%,-2.12%,-2.12%,0.0,0.0
000968.SZ_pro_bar,2,0.72%,50.00%,2.58%,-1.13%,2.282,0.326
000969.SZ_pro_bar,1,-1.55%,0.00%,-1.55%,-1.55%,0.0,0.0
000970.SZ_pro_bar,2,-2.93%,0.00%,-1.09%,-4.77%,0.0,0.0
000972.SZ_pro_bar,0,None,None,None,None,,
000973.SZ_pro_bar,5,-0.57%,60.00%,1.68%,-4.02%,0.382,0.115
000975.SZ_pro_bar,2,-2.75%,0.00%,-0.92%,-4.59%,0.0,0.0
000977.SZ_pro_bar,0,None,None,None,None,,
000978.SZ_pro_bar,3,-0.65%,33.33%,1.38%,-2.17%,0.833,0.104
000980.SZ_pro_bar,3,5.44%,100.00%,10.46%,2.33%,1.054,0.395
000981.SZ_pro_bar,2,4.22%,50.00%,11.92%,-3.48%,3.427,0.49
000983.SZ_pro_bar,2,0.94%,100.00%,1.30%,0.57%,1.009,0.288
000985.SZ_pro_bar,4,-0.52%,50.00%,6.14%,-6.46%,0.778,0.173
000987.SZ_pro_bar,3,1.43%,66.67%,3.20%,-0.69%,3.606,0.902
000988.SZ_pro_bar,2,0.77%,50.00%,2.60%,-1.06%,2.445,0.349
000989.SZ_pro_bar,0,None,None,None,None,,
000990.SZ_pro_bar,3,0.47%,66.67%,1.27%,-1.09%,1.141,0.285
000993.SZ_pro_bar,5,-0.15%,60.00%,1.04%,-1.70%,0.459,0.138
000995.SZ_pro_bar,1,-2.19%,0.00%,-2.19%,-2.19%,0.0,0.0
000997.SZ_pro_bar,1,5.30%,100.00%,5.30%,0.00%,1.053,0.175
000998.SZ_pro_bar,1,-0.94%,0.00%,-0.94%,-0.94%,0.0,0.0
000999.SZ_pro_bar,1,0.68%,100.00%,0.68%,0.00%,1.007,0.168
001201.SZ_pro_bar,2,-0.45%,50.00%,0.32%,-1.22%,0.266,0.038
001202.SZ_pro_bar,2,-8.15%,0.00%,-5.11%,-11.18%,0.0,0.0
001203.SZ_pro_bar,0,None,None,None,None,,
001205.SZ_pro_bar,2,-4.50%,0.00%,-2.41%,-6.60%,0.0,0.0
001206.SZ_pro_bar,2,-0.24%,0.00%,0.00%,-0.49%,0.0,0.0
001207.SZ_pro_bar,0,None,None,None,None,,
001208.SZ_pro_bar,5,2.14%,100.00%,7.33%,0.31%,1.021,0.511
001209.SZ_pro_bar,3,-2.69%,0.00%,-1.14%,-3.93%,0.0,0.0
001210.SZ_pro_bar,3,0.62%,66.67%,6.64%,-7.62%,0.623,0.156
001211.SZ_pro_bar,1,6.83%,100.00%,6.83%,0.00%,1.068,0.178
001212.SZ_pro_bar,1,0.38%,100.00%,0.38%,0.00%,1.004,0.167
001213.SZ_pro_bar,4,-0.83%,25.00%,0.59%,-3.20%,0.302,0.034
001215.SZ_pro_bar,0,None,None,None,None,,
001216.SZ_pro_bar,0,None,None,None,None,,
001217.SZ_pro_bar,5,-2.22%,40.00%,2.38%,-9.21%,0.345,0.069
001218.SZ_pro_bar,1,-1.38%,0.00%,-1.38%,-1.38%,0.0,0.0
001219.SZ_pro_bar,5,-1.63%,20.00%,0.29%,-2.91%,0.137,0.014
001222.SZ_pro_bar,0,None,None,None,None,,
001223.SZ_pro_bar,1,5.04%,100.00%,5.04%,0.00%,1.05,0.175
001225.SZ_pro_bar,1,-0.38%,0.00%,-0.38%,-0.38%,0.0,0.0
001226.SZ_pro_bar,0,None,None,None,None,,
001227.SZ_pro_bar,3,0.17%,66.67%,0.28%,0.00%,1.003,0.251
001228.SZ_pro_bar,1,-0.60%,0.00%,-0.60%,-0.60%,0.0,0.0
001229.SZ_pro_bar,2,-2.27%,0.00%,-1.21%,-3.33%,0.0,0.0
001230.SZ_pro_bar,1,-3.91%,0.00%,-3.91%,-3.91%,0.0,0.0
001231.SZ_pro_bar,2,2.87%,50.00%,7.37%,-1.64%,4.498,0.643
001234.SZ_pro_bar,3,-2.64%,0.00%,-1.25%,-4.24%,0.0,0.0
001236.SZ_pro_bar,2,1.06%,100.00%,1.25%,0.87%,1.011,0.289
001238.SZ_pro_bar,0,None,None,None,None,,
001239.SZ_pro_bar,1,-5.37%,0.00%,-5.37%,-5.37%,0.0,0.0
001255.SZ_pro_bar,3,0.29%,33.33%,4.20%,-1.76%,2.518,0.315
001256.SZ_pro_bar,2,-0.53%,50.00%,1.85%,-2.90%,0.638,0.091
001258.SZ_pro_bar,2,6.10%,50.00%,15.44%,-3.25%,4.754,0.679
001259.SZ_pro_bar,0,None,None,None,None,,
001260.SZ_pro_bar,2,1.07%,50.00%,5.95%,-3.80%,1.565,0.224
001266.SZ_pro_bar,2,-4.53%,0.00%,-2.78%,-6.28%,0.0,0.0
001267.SZ_pro_bar,0,None,None,None,None,,
001268.SZ_pro_bar,0,None,None,None,None,,
001269.SZ_pro_bar,0,None,None,None,None,,
001270.SZ_pro_bar,1,-0.18%,0.00%,-0.18%,-0.18%,0.0,0.0
001277.SZ_pro_bar,0,None,None,None,None,,
001278.SZ_pro_bar,1,1.56%,100.00%,1.56%,0.00%,1.016,0.169
001279.SZ_pro_bar,0,None,None,None,None,,
001282.SZ_pro_bar,2,-3.45%,0.00%,-2.93%,-3.98%,0.0,0.0
001283.SZ_pro_bar,0,None,None,None,None,,
001286.SZ_pro_bar,0,None,None,None,None,,
001287.SZ_pro_bar,1,-0.37%,0.00%,-0.37%,-0.37%,0.0,0.0
001288.SZ_pro_bar,4,-3.07%,0.00%,-0.39%,-5.76%,0.0,0.0
001289.SZ_pro_bar,1,-6.28%,0.00%,-6.28%,-6.28%,0.0,0.0
001296.SZ_pro_bar,2,-2.09%,0.00%,-1.61%,-2.58%,0.0,0.0
001298.SZ_pro_bar,0,None,None,None,None,,
001299.SZ_pro_bar,1,1.10%,100.00%,1.10%,0.00%,1.011,0.169
001300.SZ_pro_bar,1,-0.43%,0.00%,-0.43%,-0.43%,0.0,0.0
001301.SZ_pro_bar,1,-2.58%,0.00%,-2.58%,-2.58%,0.0,0.0
001306.SZ_pro_bar,1,-0.75%,0.00%,-0.75%,-0.75%,0.0,0.0
001308.SZ_pro_bar,1,-2.10%,0.00%,-2.10%,-2.10%,0.0,0.0
001309.SZ_pro_bar,0,None,None,None,None,,
001311.SZ_pro_bar,1,-5.69%,0.00%,-5.69%,-5.69%,0.0,0.0
001313.SZ_pro_bar,0,None,None,None,None,,
001314.SZ_pro_bar,0,None,None,None,None,,
001316.SZ_pro_bar,0,None,None,None,None,,
001317.SZ_pro_bar,0,None,None,None,None,,
001318.SZ_pro_bar,2,-2.86%,0.00%,-2.16%,-3.56%,0.0,0.0
001319.SZ_pro_bar,2,-6.17%,0.00%,-4.72%,-7.63%,0.0,0.0
001322.SZ_pro_bar,2,-4.39%,0.00%,-2.18%,-6.61%,0.0,0.0
001323.SZ_pro_bar,0,None,None,None,None,,
001324.SZ_pro_bar,0,None,None,None,None,,
001326.SZ_pro_bar,2,-0.49%,50.00%,1.74%,-2.73%,0.637,0.091
001328.SZ_pro_bar,0,None,None,None,None,,
001330.SZ_pro_bar,0,None,None,None,None,,
001331.SZ_pro_bar,0,None,None,None,None,,
001332.SZ_pro_bar,0,None,None,None,None,,
001333.SZ_pro_bar,2,-0.29%,50.00%,0.24%,-0.81%,0.295,0.042
001335.SZ_pro_bar,0,None,None,None,None,,
001336.SZ_pro_bar,1,0.59%,100.00%,0.59%,0.00%,1.006,0.168
001337.SZ_pro_bar,0,None,None,None,None,,
001338.SZ_pro_bar,1,-4.64%,0.00%,-4.64%,-4.64%,0.0,0.0
001339.SZ_pro_bar,1,8.67%,100.00%,8.67%,0.00%,1.087,0.181
001356.SZ_pro_bar,0,None,None,None,None,,
001358.SZ_pro_bar,0,None,None,None,None,,
001359.SZ_pro_bar,1,-2.78%,0.00%,-2.78%,-2.78%,0.0,0.0
001360.SZ_pro_bar,1,10.37%,100.00%,10.37%,0.00%,1.104,0.184
001366.SZ_pro_bar,2,-3.51%,0.00%,-1.86%,-5.15%,0.0,0.0
001367.SZ_pro_bar,0,None,None,None,None,,
001368.SZ_pro_bar,2,0.39%,50.00%,2.35%,-1.56%,1.505,0.215
001373.SZ_pro_bar,1,-3.71%,0.00%,-3.71%,-3.71%,0.0,0.0
001376.SZ_pro_bar,0,None,None,None,None,,
001378.SZ_pro_bar,2,0.64%,100.00%,0.69%,0.59%,1.006,0.288
001379.SZ_pro_bar,0,None,None,None,None,,
001380.SZ_pro_bar,0,None,None,None,None,,
001382.SZ_pro_bar,0,None,None,None,None,,
001387.SZ_pro_bar,0,None,None,None,None,,
001388.SZ_pro_bar,0,None,None,None,None,,
001389.SZ_pro_bar,0,None,None,None,None,,
001390.SZ_pro_bar,0,None,None,None,None,,
001391.SZ_pro_bar,0,None,None,None,None,,
001395.SZ_pro_bar,0,None,None,None,None,,
001400.SZ_pro_bar,0,None,None,None,None,,
001696.SZ_pro_bar,0,None,None,None,None,,
001872.SZ_pro_bar,5,0.72%,60.00%,3.55%,-0.86%,2.657,0.797
001896.SZ_pro_bar,5,-4.13%,0.00%,0.00%,-9.41%,0.0,0.0
001914.SZ_pro_bar,0,None,None,None,None,,
001965.SZ_pro_bar,2,1.57%,100.00%,2.18%,0.97%,1.016,0.29
001979.SZ_pro_bar,1,3.12%,100.00%,3.12%,0.00%,1.031,0.172
002001.SZ_pro_bar,1,3.88%,100.00%,3.88%,0.00%,1.039,0.173
002003.SZ_pro_bar,0,None,None,None,None,,
002004.SZ_pro_bar,2,5.14%,100.00%,7.20%,3.08%,1.051,0.3
002005.SZ_pro_bar,2,-1.24%,0.00%,-0.66%,-1.83%,0.0,0.0
002006.SZ_pro_bar,3,-0.66%,33.33%,3.21%,-3.81%,1.237,0.155
002007.SZ_pro_bar,0,None,None,None,None,,
002008.SZ_pro_bar,1,0.59%,100.00%,0.59%,0.00%,1.006,0.168
002009.SZ_pro_bar,3,0.01%,33.33%,2.13%,-1.89%,2.024,0.253
002010.SZ_pro_bar,0,None,None,None,None,,
002011.SZ_pro_bar,1,6.51%,100.00%,6.51%,0.00%,1.065,0.178
002012.SZ_pro_bar,4,-2.57%,25.00%,1.37%,-6.24%,0.352,0.039
002014.SZ_pro_bar,1,-0.89%,0.00%,-0.89%,-0.89%,0.0,0.0
002015.SZ_pro_bar,3,1.78%,66.67%,7.74%,-3.55%,1.253,0.313
002016.SZ_pro_bar,4,0.23%,25.00%,4.43%,-3.26%,2.515,0.279
002017.SZ_pro_bar,1,7.13%,100.00%,7.13%,0.00%,1.071,0.179
002019.SZ_pro_bar,0,None,None,None,None,,
002020.SZ_pro_bar,2,-4.10%,0.00%,-3.73%,-4.47%,0.0,0.0
002021.SZ_pro_bar,2,-1.80%,50.00%,0.93%,-4.52%,0.205,0.029
002022.SZ_pro_bar,2,-3.83%,0.00%,-2.89%,-4.76%,0.0,0.0
002023.SZ_pro_bar,3,-0.95%,66.67%,5.97%,-11.69%,0.379,0.095
002024.SZ_pro_bar,1,-4.76%,0.00%,-4.76%,-4.76%,0.0,0.0
002025.SZ_pro_bar,0,None,None,None,None,,
002026.SZ_pro_bar,7,-0.74%,42.86%,7.10%,-5.91%,0.84,0.21
002027.SZ_pro_bar,0,None,None,None,None,,
002028.SZ_pro_bar,0,None,None,None,None,,
002029.SZ_pro_bar,2,-0.81%,0.00%,-0.36%,-1.26%,0.0,0.0
002030.SZ_pro_bar,2,-4.93%,0.00%,-2.80%,-7.07%,0.0,0.0
002031.SZ_pro_bar,3,-1.49%,33.33%,2.37%,-4.21%,0.692,0.087
002032.SZ_pro_bar,0,None,None,None,None,,
002033.SZ_pro_bar,5,-2.21%,20.00%,1.16%,-3.86%,0.379,0.038
002034.SZ_pro_bar,2,-0.18%,50.00%,0.94%,-1.31%,0.721,0.103
002035.SZ_pro_bar,2,0.88%,50.00%,1.96%,-0.19%,10.174,1.453
002036.SZ_pro_bar,1,-0.57%,0.00%,-0.57%,-0.57%,0.0,0.0
002037.SZ_pro_bar,0,None,None,None,None,,
002038.SZ_pro_bar,0,None,None,None,None,,
002039.SZ_pro_bar,0,None,None,None,None,,
002040.SZ_pro_bar,6,0.70%,66.67%,2.69%,-0.71%,1.722,0.626
002041.SZ_pro_bar,6,3.52%,50.00%,13.18%,-4.20%,3.728,1.017
002042.SZ_pro_bar,0,None,None,None,None,,
002043.SZ_pro_bar,2,9.54%,100.00%,17.45%,1.62%,1.095,0.313
002044.SZ_pro_bar,0,None,None,None,None,,
002045.SZ_pro_bar,2,2.62%,50.00%,5.82%,-0.59%,9.896,1.414
002046.SZ_pro_bar,7,-1.20%,42.86%,4.88%,-5.84%,0.541,0.135
002047.SZ_pro_bar,5,1.25%,40.00%,9.95%,-3.04%,2.46,0.492
002048.SZ_pro_bar,0,None,None,None,None,,
002049.SZ_pro_bar,2,4.92%,50.00%,10.82%,-0.98%,11.024,1.575
002050.SZ_pro_bar,1,0.11%,100.00%,0.11%,0.00%,1.001,0.167
002051.SZ_pro_bar,3,3.51%,100.00%,5.85%,2.06%,1.035,0.388
002052.SZ_pro_bar,4,2.54%,100.00%,4.62%,1.05%,1.025,0.456
002053.SZ_pro_bar,3,0.68%,66.67%,2.94%,-1.29%,1.29,0.323
002054.SZ_pro_bar,4,0.89%,50.00%,11.90%,-7.21%,1.366,0.304
002055.SZ_pro_bar,1,0.31%,100.00%,0.31%,0.00%,1.003,0.167
002056.SZ_pro_bar,0,None,None,None,None,,
002057.SZ_pro_bar,0,None,None,None,None,,
002058.SZ_pro_bar,4,0.39%,75.00%,2.13%,-2.86%,0.517,0.172
002059.SZ_pro_bar,4,0.03%,50.00%,2.56%,-2.00%,1.036,0.23
002060.SZ_pro_bar,1,-2.89%,0.00%,-2.89%,-2.89%,0.0,0.0
002061.SZ_pro_bar,1,-2.22%,0.00%,-2.22%,-2.22%,0.0,0.0
002062.SZ_pro_bar,3,-0.87%,0.00%,-0.32%,-1.48%,0.0,0.0
002063.SZ_pro_bar,1,1.55%,100.00%,1.55%,0.00%,1.015,0.169
002064.SZ_pro_bar,0,None,None,None,None,,
002065.SZ_pro_bar,2,1.19%,50.00%,3.80%,-1.42%,2.676,0.382
002066.SZ_pro_bar,2,0.10%,50.00%,0.64%,-0.43%,1.471,0.21
002067.SZ_pro_bar,3,-0.75%,33.33%,0.63%,-2.15%,0.44,0.055
002068.SZ_pro_bar,0,None,None,None,None,,
002069.SZ_pro_bar,3,-3.92%,0.00%,-3.31%,-4.69%,0.0,0.0
002072.SZ_pro_bar,3,-1.72%,0.00%,-0.94%,-2.81%,0.0,0.0
002073.SZ_pro_bar,3,0.43%,33.33%,4.49%,-2.36%,2.812,0.352
002074.SZ_pro_bar,0,None,None,None,None,,
002075.SZ_pro_bar,4,-4.03%,0.00%,-0.73%,-9.99%,0.0,0.0
002076.SZ_pro_bar,1,-3.26%,0.00%,-3.26%,-3.26%,0.0,0.0
002077.SZ_pro_bar,2,-1.51%,0.00%,-0.67%,-2.35%,0.0,0.0
002078.SZ_pro_bar,1,0.37%,100.00%,0.37%,0.00%,1.004,0.167
002079.SZ_pro_bar,0,None,None,None,None,,
002080.SZ_pro_bar,1,12.04%,100.00%,12.04%,0.00%,1.12,0.187
002081.SZ_pro_bar,0,None,None,None,None,,
002082.SZ_pro_bar,1,1.00%,100.00%,1.00%,0.00%,1.01,0.168
002083.SZ_pro_bar,7,-2.78%,14.29%,0.85%,-9.98%,0.253,0.021
002084.SZ_pro_bar,5,-1.37%,40.00%,0.54%,-5.60%,0.187,0.037
002085.SZ_pro_bar,2,0.98%,50.00%,2.75%,-0.78%,3.52,0.503
002086.SZ_pro_bar,2,-1.60%,50.00%,2.27%,-5.48%,0.415,0.059
002088.SZ_pro_bar,0,None,None,None,None,,
002090.SZ_pro_bar,3,3.18%,100.00%,5.66%,0.98%,1.032,0.387
002091.SZ_pro_bar,2,-4.32%,0.00%,-2.33%,-6.30%,0.0,0.0
002092.SZ_pro_bar,0,None,None,None,None,,
002093.SZ_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
002094.SZ_pro_bar,5,-1.59%,20.00%,0.59%,-5.13%,0.277,0.028
002095.SZ_pro_bar,2,1.23%,50.00%,3.71%,-1.26%,2.95,0.421
002096.SZ_pro_bar,2,-2.57%,0.00%,-1.72%,-3.43%,0.0,0.0
002097.SZ_pro_bar,2,-1.87%,0.00%,-0.34%,-3.40%,0.0,0.0
002098.SZ_pro_bar,1,-2.66%,0.00%,-2.66%,-2.66%,0.0,0.0
002099.SZ_pro_bar,3,-1.99%,33.33%,0.93%,-3.77%,0.271,0.034
002100.SZ_pro_bar,1,-1.78%,0.00%,-1.78%,-1.78%,0.0,0.0
002101.SZ_pro_bar,2,0.32%,50.00%,1.31%,-0.66%,1.976,0.282
002102.SZ_pro_bar,3,-0.08%,66.67%,1.08%,-1.72%,0.429,0.107
002103.SZ_pro_bar,2,4.68%,50.00%,13.23%,-3.86%,3.424,0.489
002104.SZ_pro_bar,3,7.00%,66.67%,19.91%,-3.50%,3.499,0.875
002105.SZ_pro_bar,2,-4.25%,50.00%,1.10%,-9.59%,0.115,0.016
002106.SZ_pro_bar,2,-0.06%,50.00%,0.54%,-0.66%,0.816,0.117
002107.SZ_pro_bar,1,-3.81%,0.00%,-3.81%,-3.81%,0.0,0.0
002108.SZ_pro_bar,2,3.53%,100.00%,5.14%,1.93%,1.035,0.296
002109.SZ_pro_bar,1,-2.05%,0.00%,-2.05%,-2.05%,0.0,0.0
002110.SZ_pro_bar,2,-0.30%,0.00%,-0.30%,-0.31%,0.0,0.0
002111.SZ_pro_bar,2,1.21%,100.00%,1.21%,1.21%,1.012,0.289
002112.SZ_pro_bar,3,6.39%,66.67%,19.61%,-2.40%,4.491,1.123
002114.SZ_pro_bar,3,0.01%,66.67%,0.68%,-1.23%,0.514,0.128
002115.SZ_pro_bar,1,5.21%,100.00%,5.21%,0.00%,1.052,0.175
002116.SZ_pro_bar,5,-3.31%,20.00%,0.25%,-9.97%,0.06,0.006
002117.SZ_pro_bar,3,2.82%,66.67%,5.96%,-3.42%,1.735,0.434
002119.SZ_pro_bar,2,0.03%,50.00%,1.64%,-1.58%,1.038,0.148
002120.SZ_pro_bar,1,-1.63%,0.00%,-1.63%,-1.63%,0.0,0.0
002121.SZ_pro_bar,1,3.08%,100.00%,3.08%,0.00%,1.031,0.172
002122.SZ_pro_bar,3,0.95%,33.33%,6.76%,-3.91%,1.727,0.216
002123.SZ_pro_bar,2,1.80%,50.00%,5.92%,-2.33%,2.547,0.364
002124.SZ_pro_bar,1,0.51%,100.00%,0.51%,0.00%,1.005,0.168
002125.SZ_pro_bar,1,-1.62%,0.00%,-1.62%,-1.62%,0.0,0.0
002126.SZ_pro_bar,1,0.22%,100.00%,0.22%,0.00%,1.002,0.167
002127.SZ_pro_bar,0,None,None,None,None,,
002128.SZ_pro_bar,1,0.45%,100.00%,0.45%,0.00%,1.004,0.167
002129.SZ_pro_bar,0,None,None,None,None,,
002130.SZ_pro_bar,5,0.19%,40.00%,3.17%,-1.93%,1.834,0.367
002131.SZ_pro_bar,2,0.13%,50.00%,1.54%,-1.28%,1.205,0.172
002132.SZ_pro_bar,1,1.18%,100.00%,1.18%,0.00%,1.012,0.169
002133.SZ_pro_bar,3,6.04%,66.67%,13.28%,-0.34%,27.245,6.811
002134.SZ_pro_bar,1,5.38%,100.00%,5.38%,0.00%,1.054,0.176
002135.SZ_pro_bar,5,-0.34%,40.00%,10.77%,-9.98%,1.317,0.263
002136.SZ_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
002137.SZ_pro_bar,4,-1.29%,25.00%,1.81%,-2.87%,0.777,0.086
002138.SZ_pro_bar,1,7.76%,100.00%,7.76%,0.00%,1.078,0.18
002139.SZ_pro_bar,1,7.61%,100.00%,7.61%,0.00%,1.076,0.179
002140.SZ_pro_bar,3,0.62%,66.67%,2.56%,-1.55%,1.101,0.275
002141.SZ_pro_bar,3,0.28%,66.67%,1.79%,-1.55%,0.768,0.192
002142.SZ_pro_bar,0,None,None,None,None,,
002144.SZ_pro_bar,2,3.20%,100.00%,3.28%,3.12%,1.032,0.295
002145.SZ_pro_bar,2,0.43%,100.00%,0.50%,0.36%,1.004,0.287
002146.SZ_pro_bar,0,None,None,None,None,,
002148.SZ_pro_bar,4,-2.10%,25.00%,2.34%,-5.59%,0.655,0.073
002149.SZ_pro_bar,0,None,None,None,None,,
002150.SZ_pro_bar,3,-0.83%,66.67%,1.78%,-5.68%,0.281,0.07
002151.SZ_pro_bar,2,-3.85%,0.00%,-3.10%,-4.60%,0.0,0.0
002152.SZ_pro_bar,1,3.39%,100.00%,3.39%,0.00%,1.034,0.172
002153.SZ_pro_bar,2,-2.08%,0.00%,-0.76%,-3.40%,0.0,0.0
002154.SZ_pro_bar,3,6.08%,66.67%,11.11%,0.00%,1.091,0.273
002155.SZ_pro_bar,1,-2.27%,0.00%,-2.27%,-2.27%,0.0,0.0
002156.SZ_pro_bar,2,-0.42%,0.00%,-0.30%,-0.55%,0.0,0.0
002157.SZ_pro_bar,1,-3.27%,0.00%,-3.27%,-3.27%,0.0,0.0
002158.SZ_pro_bar,4,-2.62%,25.00%,0.80%,-5.90%,0.212,0.024
002159.SZ_pro_bar,5,5.23%,40.00%,29.47%,-2.37%,8.709,1.742
002160.SZ_pro_bar,3,0.95%,100.00%,1.30%,0.26%,1.009,0.379
002161.SZ_pro_bar,1,-1.36%,0.00%,-1.36%,-1.36%,0.0,0.0
002162.SZ_pro_bar,4,-4.90%,0.00%,-0.69%,-10.95%,0.0,0.0
002163.SZ_pro_bar,2,1.94%,50.00%,9.18%,-5.30%,1.732,0.247
002164.SZ_pro_bar,4,2.95%,100.00%,6.89%,1.00%,1.03,0.458
002165.SZ_pro_bar,4,-2.08%,25.00%,1.20%,-6.58%,0.38,0.042
002166.SZ_pro_bar,2,-4.45%,0.00%,-3.59%,-5.31%,0.0,0.0
002167.SZ_pro_bar,3,-0.12%,33.33%,6.08%,-5.23%,1.892,0.236
002168.SZ_pro_bar,3,1.39%,66.67%,3.67%,-0.36%,6.342,1.585
002169.SZ_pro_bar,1,-2.69%,0.00%,-2.69%,-2.69%,0.0,0.0
002170.SZ_pro_bar,1,-1.83%,0.00%,-1.83%,-1.83%,0.0,0.0
002171.SZ_pro_bar,1,1.83%,100.00%,1.83%,0.00%,1.018,0.17
002172.SZ_pro_bar,3,7.26%,33.33%,23.47%,-1.33%,27.881,3.485
002173.SZ_pro_bar,2,-3.19%,0.00%,-1.88%,-4.49%,0.0,0.0
002174.SZ_pro_bar,0,None,None,None,None,,
002175.SZ_pro_bar,2,-3.55%,0.00%,-2.86%,-4.24%,0.0,0.0
002176.SZ_pro_bar,2,-4.64%,0.00%,-1.40%,-7.89%,0.0,0.0
002177.SZ_pro_bar,6,1.54%,66.67%,7.52%,-3.84%,1.228,0.446
002178.SZ_pro_bar,5,-1.64%,40.00%,4.44%,-12.43%,0.424,0.085
002179.SZ_pro_bar,0,None,None,None,None,,
