ts_code,period,reason
000009.SZ,20250902,pass
000006.SZ,20250902,pass
000001.SZ,20250902,pass
000019.SZ,20250902,pass
000025.SZ,20250902,pass
000028.SZ,20250902,pass
000042.SZ,20250902,pass
000049.SZ,20250902,pass
000055.SZ,20250902,pass
000056.SZ,20250902,pass
000061.SZ,20250902,pass
000068.SZ,20250902,pass
000088.SZ,20250902,pass
000090.SZ,20250902,pass
000089.SZ,20250902,pass
000155.SZ,20250902,pass
000338.SZ,20250902,pass
000408.SZ,20250902,pass
000419.SZ,20250902,pass
000417.SZ,20250902,pass
000420.SZ,20250902,pass
000423.SZ,20250902,pass
000429.SZ,20250902,pass
000430.SZ,20250902,pass
000488.SZ,20250902,pass
000504.SZ,20250902,pass
000507.SZ,20250902,pass
000514.SZ,20250902,pass
000516.SZ,20250902,pass
000519.SZ,20250902,pass
000521.SZ,20250902,pass
000529.SZ,20250902,pass
000531.SZ,20250902,pass
000534.SZ,20250902,pass
000541.SZ,20250902,pass
000547.SZ,20250902,pass
000552.SZ,20250902,pass
000553.SZ,20250902,pass
000555.SZ,20250902,pass
000561.SZ,20250902,pass
000559.SZ,20250902,pass
000565.SZ,20250902,pass
000566.SZ,20250902,pass
000568.SZ,20250902,pass
000581.SZ,20250902,pass
000586.SZ,20250902,pass
000593.SZ,20250902,pass
000596.SZ,20250902,pass
000597.SZ,20250902,pass
000598.SZ,20250902,pass
000599.SZ,20250902,pass
000608.SZ,20250902,pass
000623.SZ,20250902,pass
000638.SZ,20250902,pass
000639.SZ,20250902,pass
000651.SZ,20250902,pass
000672.SZ,20250902,pass
000677.SZ,20250902,pass
000679.SZ,20250902,pass
000685.SZ,20250902,pass
000683.SZ,20250902,pass
000691.SZ,20250902,pass
000700.SZ,20250902,pass
000709.SZ,20250902,pass
000711.SZ,20250902,pass
000713.SZ,20250902,pass
000717.SZ,20250902,pass
000721.SZ,20250902,pass
000725.SZ,20250902,pass
000729.SZ,20250902,pass
000735.SZ,20250902,pass
000738.SZ,20250902,pass
000755.SZ,20250902,pass
000762.SZ,20250902,pass
000767.SZ,20250902,pass
000776.SZ,20250902,pass
000768.SZ,20250902,pass
000777.SZ,20250902,pass
000778.SZ,20250902,pass
000783.SZ,20250902,pass
000786.SZ,20250902,pass
000789.SZ,20250902,pass
000792.SZ,20250902,pass
000793.SZ,20250902,pass
000796.SZ,20250902,pass
000795.SZ,20250902,pass
000799.SZ,20250902,pass
000800.SZ,20250902,pass
000807.SZ,20250902,pass
000820.SZ,20250902,pass
000823.SZ,20250902,pass
000825.SZ,20250902,pass
000831.SZ,20250902,pass
000839.SZ,20250902,pass
000851.SZ,20250902,pass
000862.SZ,20250902,pass
000860.SZ,20250902,pass
000858.SZ,20250902,pass
000868.SZ,20250902,pass
000869.SZ,20250902,pass
000883.SZ,20250902,pass
000888.SZ,20250902,pass
000885.SZ,20250902,pass
000893.SZ,20250902,pass
000895.SZ,20250902,pass
000898.SZ,20250902,pass
000901.SZ,20250902,pass
000902.SZ,20250902,pass
000906.SZ,20250902,pass
000908.SZ,20250902,pass
000909.SZ,20250902,pass
000913.SZ,20250902,pass
000912.SZ,20250902,pass
000919.SZ,20250902,pass
000921.SZ,20250902,pass
000920.SZ,20250902,pass
000928.SZ,20250902,pass
000926.SZ,20250902,pass
000932.SZ,20250902,pass
000933.SZ,20250902,pass
000935.SZ,20250902,pass
000937.SZ,20250902,pass
000960.SZ,20250902,pass
000957.SZ,20250902,pass
000959.SZ,20250902,pass
000962.SZ,20250902,pass
000970.SZ,20250902,pass
000969.SZ,20250902,pass
000983.SZ,20250902,pass
000987.SZ,20250902,pass
000989.SZ,20250902,pass
000995.SZ,20250902,pass
000998.SZ,20250902,pass
000999.SZ,20250902,pass
001201.SZ,20250902,pass
001203.SZ,20250902,pass
001208.SZ,20250902,pass
001213.SZ,20250902,pass
001210.SZ,20250902,pass
001217.SZ,20250902,pass
001221.SZ,20250902,pass
001219.SZ,20250902,pass
001223.SZ,20250902,pass
001227.SZ,20250902,pass
001229.SZ,20250902,pass
001228.SZ,20250902,pass
001230.SZ,20250902,pass
001231.SZ,20250902,pass
001236.SZ,20250902,pass
001238.SZ,20250902,pass
001277.SZ,20250902,pass
001282.SZ,20250902,pass
001283.SZ,20250902,pass
001286.SZ,20250902,pass
001299.SZ,20250902,pass
001301.SZ,20250902,pass
001311.SZ,20250902,pass
001316.SZ,20250902,pass
001318.SZ,20250902,pass
001319.SZ,20250902,pass
001324.SZ,20250902,pass
001328.SZ,20250902,pass
001332.SZ,20250902,pass
001335.SZ,20250902,pass
001338.SZ,20250902,pass
001359.SZ,20250902,pass
001390.SZ,20250902,pass
001395.SZ,20250902,pass
001389.SZ,20250902,pass
001400.SZ,20250902,pass
002001.SZ,20250902,pass
002003.SZ,20250902,pass
002008.SZ,20250902,pass
002011.SZ,20250902,pass
002014.SZ,20250902,pass
002024.SZ,20250902,pass
002025.SZ,20250902,pass
002030.SZ,20250902,pass
002032.SZ,20250902,pass
002044.SZ,20250902,pass
002048.SZ,20250902,pass
002053.SZ,20250902,pass
002057.SZ,20250902,pass
002056.SZ,20250902,pass
002059.SZ,20250902,pass
002060.SZ,20250902,pass
002067.SZ,20250902,pass
002068.SZ,20250902,pass
002069.SZ,20250902,pass
002075.SZ,20250902,pass
002076.SZ,20250902,pass
002078.SZ,20250902,pass
002083.SZ,20250902,pass
002086.SZ,20250902,pass
002085.SZ,20250902,pass
002097.SZ,20250902,pass
002110.SZ,20250902,pass
002111.SZ,20250902,pass
002125.SZ,20250902,pass
002126.SZ,20250902,pass
002130.SZ,20250902,pass
002142.SZ,20250902,pass
002139.SZ,20250902,pass
002149.SZ,20250902,pass
002153.SZ,20250902,pass
002157.SZ,20250902,pass
002159.SZ,20250902,pass
002160.SZ,20250902,pass
002163.SZ,20250902,pass
002164.SZ,20250902,pass
002167.SZ,20250902,pass
002176.SZ,20250902,pass
002174.SZ,20250902,pass
002189.SZ,20250902,pass
002190.SZ,20250902,pass
002192.SZ,20250902,pass
002206.SZ,20250902,pass
002209.SZ,20250902,pass
002215.SZ,20250902,pass
002216.SZ,20250902,pass
002221.SZ,20250902,pass
002226.SZ,20250902,pass
002240.SZ,20250902,pass
002239.SZ,20250902,pass
002241.SZ,20250902,pass
002242.SZ,20250902,pass
002243.SZ,20250902,pass
002245.SZ,20250902,pass
002251.SZ,20250902,pass
002253.SZ,20250902,pass
002258.SZ,20250902,pass
002262.SZ,20250902,pass
002265.SZ,20250902,pass
002271.SZ,20250902,pass
002273.SZ,20250902,pass
002277.SZ,20250902,pass
002278.SZ,20250902,pass
002284.SZ,20250902,pass
002283.SZ,20250902,pass
002286.SZ,20250902,pass
002287.SZ,20250902,pass
002289.SZ,20250902,pass
002290.SZ,20250902,pass
002292.SZ,20250902,pass
002293.SZ,20250902,pass
002297.SZ,20250902,pass
002299.SZ,20250902,pass
002306.SZ,20250902,pass
002304.SZ,20250902,pass
002305.SZ,20250902,pass
002309.SZ,20250902,pass
002311.SZ,20250902,pass
002314.SZ,20250902,pass
002320.SZ,20250902,pass
002322.SZ,20250902,pass
002318.SZ,20250902,pass
002327.SZ,20250902,pass
002329.SZ,20250902,pass
002337.SZ,20250902,pass
002340.SZ,20250902,pass
002342.SZ,20250902,pass
002346.SZ,20250902,pass
002348.SZ,20250902,pass
002353.SZ,20250902,pass
002368.SZ,20250902,pass
