ts_code,period,reason
300783.SZ,20250909-20250911,死叉
300798.SZ,20250909-20250911,死叉
300804.SZ,20250909-20250911,死叉
300808.SZ,20250909-20250911,死叉
300817.SZ,20250909-20250911,死叉
300822.SZ,20250909-20250911,死叉
300828.SZ,20250909-20250911,死叉
300838.SZ,20250909-20250911,死叉
300840.SZ,20250909-20250911,死叉
300847.SZ,20250909-20250911,死叉
300848.SZ,20250909-20250911,死叉
300849.SZ,20250909-20250911,死叉
300856.SZ,20250909-20250911,死叉
300867.SZ,20250909-20250911,死叉
300880.SZ,20250909-20250911,死叉
300888.SZ,20250909-20250911,死叉
300900.SZ,20250909-20250911,死叉
300922.SZ,20250909-20250911,死叉
300927.SZ,20250909-20250911,死叉
300928.SZ,20250909-20250911,死叉
300936.SZ,20250909-20250911,死叉
300941.SZ,20250909-20250911,死叉
300947.SZ,20250909-20250911,死叉
300961.SZ,20250909-20250911,死叉
300963.SZ,20250909-20250911,死叉
300970.SZ,20250909-20250911,死叉
300986.SZ,20250909-20250911,死叉
301001.SZ,20250909-20250911,死叉
301004.SZ,20250909-20250911,死叉
301017.SZ,20250909-20250911,死叉
301023.SZ,20250909-20250911,死叉
301024.SZ,20250909-20250911,死叉
301025.SZ,20250909-20250911,死叉
301027.SZ,20250909-20250911,死叉
301030.SZ,20250909-20250911,死叉
301036.SZ,20250909-20250911,死叉
301049.SZ,20250909-20250911,死叉
301063.SZ,20250909-20250911,死叉
301066.SZ,20250909-20250911,死叉
301068.SZ,20250909-20250911,死叉
301078.SZ,20250909-20250911,死叉
301079.SZ,20250909-20250911,死叉
301082.SZ,20250909-20250911,死叉
301092.SZ,20250909-20250911,死叉
301116.SZ,20250909-20250911,死叉
301119.SZ,20250909-20250911,死叉
301127.SZ,20250909-20250911,死叉
301136.SZ,20250909-20250911,死叉
301137.SZ,20250909-20250911,死叉
301139.SZ,20250909-20250911,死叉
301149.SZ,20250909-20250911,死叉
301153.SZ,20250909-20250911,死叉
301156.SZ,20250909-20250911,死叉
301188.SZ,20250909-20250911,死叉
301195.SZ,20250909-20250911,死叉
301197.SZ,20250909-20250911,死叉
301212.SZ,20250909-20250911,死叉
301220.SZ,20250909-20250911,死叉
301239.SZ,20250909-20250911,死叉
301256.SZ,20250909-20250911,死叉
301270.SZ,20250909-20250911,死叉
301275.SZ,20250909-20250911,死叉
301277.SZ,20250909-20250911,死叉
301286.SZ,20250909-20250911,死叉
301301.SZ,20250909-20250911,死叉
301311.SZ,20250909-20250911,死叉
301318.SZ,20250909-20250911,死叉
301336.SZ,20250909-20250911,死叉
301339.SZ,20250909-20250911,死叉
301383.SZ,20250909-20250911,死叉
301428.SZ,20250909-20250911,死叉
301439.SZ,20250909-20250911,死叉
301498.SZ,20250909-20250911,死叉
301507.SZ,20250909-20250911,死叉
301571.SZ,20250909-20250911,死叉
301586.SZ,20250909-20250911,死叉
301592.SZ,20250909-20250911,死叉
301601.SZ,20250909-20250911,死叉
301602.SZ,20250909-20250911,死叉
301609.SZ,20250909-20250911,死叉
301632.SZ,20250909-20250911,死叉
430017.BJ,20250909-20250911,死叉
430198.BJ,20250909-20250911,死叉
430300.BJ,20250909-20250911,死叉
600007.SH,20250909-20250911,死叉
600012.SH,20250909-20250911,死叉
600015.SH,20250909-20250911,死叉
600016.SH,20250909-20250911,死叉
600018.SH,20250909-20250911,死叉
600020.SH,20250909-20250911,死叉
600023.SH,20250909-20250911,死叉
600025.SH,20250909-20250911,死叉
600027.SH,20250909-20250911,死叉
600032.SH,20250909-20250911,死叉
600033.SH,20250909-20250911,死叉
600035.SH,20250909-20250911,死叉
600036.SH,20250909-20250911,死叉
600038.SH,20250909-20250911,死叉
600048.SH,20250909-20250911,死叉
600060.SH,20250909-20250911,死叉
600072.SH,20250909-20250911,死叉
600073.SH,20250909-20250911,死叉
600085.SH,20250909-20250911,死叉
600101.SH,20250909-20250911,死叉
600116.SH,20250909-20250911,死叉
600123.SH,20250909-20250911,死叉
600131.SH,20250909-20250911,死叉
600132.SH,20250909-20250911,死叉
600133.SH,20250909-20250911,死叉
600135.SH,20250909-20250911,死叉
600136.SH,20250909-20250911,死叉
600148.SH,20250909-20250911,死叉
600163.SH,20250909-20250911,死叉
600165.SH,20250909-20250911,死叉
600169.SH,20250909-20250911,死叉
600177.SH,20250909-20250911,死叉
600185.SH,20250909-20250911,死叉
600187.SH,20250909-20250911,死叉
600200.SH,20250909-20250911,死叉
600212.SH,20250909-20250911,死叉
600215.SH,20250909-20250911,死叉
600217.SH,20250909-20250911,死叉
600223.SH,20250909-20250911,死叉
600229.SH,20250909-20250911,死叉
600236.SH,20250909-20250911,死叉
600239.SH,20250909-20250911,死叉
600248.SH,20250909-20250911,死叉
600256.SH,20250909-20250911,死叉
600271.SH,20250909-20250911,死叉
600269.SH,20250909-20250911,死叉
600272.SH,20250909-20250911,死叉
600273.SH,20250909-20250911,死叉
600279.SH,20250909-20250911,死叉
600283.SH,20250909-20250911,死叉
600289.SH,20250909-20250911,死叉
600300.SH,20250909-20250911,死叉
600310.SH,20250909-20250911,死叉
600312.SH,20250909-20250911,死叉
600316.SH,20250909-20250911,死叉
600322.SH,20250909-20250911,死叉
600336.SH,20250909-20250911,死叉
600335.SH,20250909-20250911,死叉
600337.SH,20250909-20250911,死叉
600340.SH,20250909-20250911,死叉
600350.SH,20250909-20250911,死叉
600359.SH,20250909-20250911,死叉
600368.SH,20250909-20250911,死叉
600371.SH,20250909-20250911,死叉
600377.SH,20250909-20250911,死叉
600398.SH,20250909-20250911,死叉
600403.SH,20250909-20250911,死叉
600406.SH,20250909-20250911,死叉
600422.SH,20250909-20250911,死叉
600433.SH,20250909-20250911,死叉
600439.SH,20250909-20250911,死叉
600455.SH,20250909-20250911,死叉
600461.SH,20250909-20250911,死叉
600468.SH,20250909-20250911,死叉
600470.SH,20250909-20250911,死叉
600476.SH,20250909-20250911,死叉
600488.SH,20250909-20250911,死叉
600491.SH,20250909-20250911,死叉
600502.SH,20250909-20250911,死叉
600505.SH,20250909-20250911,死叉
600539.SH,20250909-20250911,死叉
600540.SH,20250909-20250911,死叉
600550.SH,20250909-20250911,死叉
600562.SH,20250909-20250911,死叉
600566.SH,20250909-20250911,死叉
600575.SH,20250909-20250911,死叉
600576.SH,20250909-20250911,死叉
600582.SH,20250909-20250911,死叉
600598.SH,20250909-20250911,死叉
600600.SH,20250909-20250911,死叉
600605.SH,20250909-20250911,死叉
600609.SH,20250909-20250911,死叉
600610.SH,20250909-20250911,死叉
600611.SH,20250909-20250911,死叉
600642.SH,20250909-20250911,死叉
600644.SH,20250909-20250911,死叉
600663.SH,20250909-20250911,死叉
600664.SH,20250909-20250911,死叉
600674.SH,20250909-20250911,死叉
600686.SH,20250909-20250911,死叉
600688.SH,20250909-20250911,死叉
600694.SH,20250909-20250911,死叉
600696.SH,20250909-20250911,死叉
600707.SH,20250909-20250911,死叉
600713.SH,20250909-20250911,死叉
600719.SH,20250909-20250911,死叉
600720.SH,20250909-20250911,死叉
600727.SH,20250909-20250911,死叉
600734.SH,20250909-20250911,死叉
600735.SH,20250909-20250911,死叉
600738.SH,20250909-20250911,死叉
600746.SH,20250909-20250911,死叉
600750.SH,20250909-20250911,死叉
600755.SH,20250909-20250911,死叉
600757.SH,20250909-20250911,死叉
600765.SH,20250909-20250911,死叉
600771.SH,20250909-20250911,死叉
600780.SH,20250909-20250911,死叉
600789.SH,20250909-20250911,死叉
600793.SH,20250909-20250911,死叉
600794.SH,20250909-20250911,死叉
600798.SH,20250909-20250911,死叉
600812.SH,20250909-20250911,死叉
600815.SH,20250909-20250911,死叉
600844.SH,20250909-20250911,死叉
600845.SH,20250909-20250911,死叉
600862.SH,20250909-20250911,死叉
600868.SH,20250909-20250911,死叉
600880.SH,20250909-20250911,死叉
600882.SH,20250909-20250911,死叉
600886.SH,20250909-20250911,死叉
600889.SH,20250909-20250911,死叉
600900.SH,20250909-20250911,死叉
600901.SH,20250909-20250911,死叉
600919.SH,20250909-20250911,死叉
600925.SH,20250909-20250911,死叉
600926.SH,20250909-20250911,死叉
600930.SH,20250909-20250911,死叉
600941.SH,20250909-20250911,死叉
600969.SH,20250909-20250911,死叉
600968.SH,20250909-20250911,死叉
600971.SH,20250909-20250911,死叉
600979.SH,20250909-20250911,死叉
600982.SH,20250909-20250911,死叉
600992.SH,20250909-20250911,死叉
600996.SH,20250909-20250911,死叉
600993.SH,20250909-20250911,死叉
600998.SH,20250909-20250911,死叉
601000.SH,20250909-20250911,死叉
601006.SH,20250909-20250911,死叉
601008.SH,20250909-20250911,死叉
601009.SH,20250909-20250911,死叉
601018.SH,20250909-20250911,死叉
601019.SH,20250909-20250911,死叉
601021.SH,20250909-20250911,死叉
601077.SH,20250909-20250911,死叉
601098.SH,20250909-20250911,死叉
601107.SH,20250909-20250911,死叉
601113.SH,20250909-20250911,死叉
601166.SH,20250909-20250911,死叉
601169.SH,20250909-20250911,死叉
601187.SH,20250909-20250911,死叉
601229.SH,20250909-20250911,死叉
601298.SH,20250909-20250911,死叉
601328.SH,20250909-20250911,死叉
601330.SH,20250909-20250911,死叉
601366.SH,20250909-20250911,死叉
601369.SH,20250909-20250911,死叉
601500.SH,20250909-20250911,死叉
601528.SH,20250909-20250911,死叉
601568.SH,20250909-20250911,死叉
601577.SH,20250909-20250911,死叉
601611.SH,20250909-20250911,死叉
601616.SH,20250909-20250911,死叉
601665.SH,20250909-20250911,死叉
601666.SH,20250909-20250911,死叉
601668.SH,20250909-20250911,死叉
601728.SH,20250909-20250911,死叉
601799.SH,20250909-20250911,死叉
601816.SH,20250909-20250911,死叉
601818.SH,20250909-20250911,死叉
601825.SH,20250909-20250911,死叉
601828.SH,20250909-20250911,死叉
601838.SH,20250909-20250911,死叉
601860.SH,20250909-20250911,死叉
601900.SH,20250909-20250911,死叉
601916.SH,20250909-20250911,死叉
601918.SH,20250909-20250911,死叉
601928.SH,20250909-20250911,死叉
601939.SH,20250909-20250911,死叉
601952.SH,20250909-20250911,死叉
601963.SH,20250909-20250911,死叉
601965.SH,20250909-20250911,死叉
601985.SH,20250909-20250911,死叉
601988.SH,20250909-20250911,死叉
601997.SH,20250909-20250911,死叉
601998.SH,20250909-20250911,死叉
603007.SH,20250909-20250911,死叉
603015.SH,20250909-20250911,死叉
603016.SH,20250909-20250911,死叉
603018.SH,20250909-20250911,死叉
603039.SH,20250909-20250911,死叉
603050.SH,20250909-20250911,死叉
603065.SH,20250909-20250911,死叉
603066.SH,20250909-20250911,死叉
603069.SH,20250909-20250911,死叉
603072.SH,20250909-20250911,死叉
603076.SH,20250909-20250911,死叉
603085.SH,20250909-20250911,死叉
603095.SH,20250909-20250911,死叉
603096.SH,20250909-20250911,死叉
603108.SH,20250909-20250911,死叉
603117.SH,20250909-20250911,死叉
603121.SH,20250909-20250911,死叉
603122.SH,20250909-20250911,死叉
603128.SH,20250909-20250911,死叉
603156.SH,20250909-20250911,死叉
603169.SH,20250909-20250911,死叉
603188.SH,20250909-20250911,死叉
603193.SH,20250909-20250911,死叉
603195.SH,20250909-20250911,死叉
603208.SH,20250909-20250911,死叉
603214.SH,20250909-20250911,死叉
603223.SH,20250909-20250911,死叉
603232.SH,20250909-20250911,死叉
603258.SH,20250909-20250911,死叉
603262.SH,20250909-20250911,死叉
603291.SH,20250909-20250911,死叉
603300.SH,20250909-20250911,死叉
603310.SH,20250909-20250911,死叉
603323.SH,20250909-20250911,死叉
603329.SH,20250909-20250911,死叉
603345.SH,20250909-20250911,死叉
603356.SH,20250909-20250911,死叉
603357.SH,20250909-20250911,死叉
603365.SH,20250909-20250911,死叉
603378.SH,20250909-20250911,死叉
603388.SH,20250909-20250911,死叉
603392.SH,20250909-20250911,死叉
603406.SH,20250909-20250911,死叉
603489.SH,20250909-20250911,死叉
603529.SH,20250909-20250911,死叉
603533.SH,20250909-20250911,死叉
603557.SH,20250909-20250911,死叉
603559.SH,20250909-20250911,死叉
603578.SH,20250909-20250911,死叉
603580.SH,20250909-20250911,死叉
603596.SH,20250909-20250911,死叉
603598.SH,20250909-20250911,死叉
603605.SH,20250909-20250911,死叉
603666.SH,20250909-20250911,死叉
603677.SH,20250909-20250911,死叉
603693.SH,20250909-20250911,死叉
603703.SH,20250909-20250911,死叉
603711.SH,20250909-20250911,死叉
603718.SH,20250909-20250911,死叉
603759.SH,20250909-20250911,死叉
603766.SH,20250909-20250911,死叉
603779.SH,20250909-20250911,死叉
603801.SH,20250909-20250911,死叉
603803.SH,20250909-20250911,死叉
603810.SH,20250909-20250911,死叉
603818.SH,20250909-20250911,死叉
603819.SH,20250909-20250911,死叉
603825.SH,20250909-20250911,死叉
603828.SH,20250909-20250911,死叉
603833.SH,20250909-20250911,死叉
603843.SH,20250909-20250911,死叉
603856.SH,20250909-20250911,死叉
603855.SH,20250909-20250911,死叉
603877.SH,20250909-20250911,死叉
603883.SH,20250909-20250911,死叉
603885.SH,20250909-20250911,死叉
603908.SH,20250909-20250911,死叉
603918.SH,20250909-20250911,死叉
603938.SH,20250909-20250911,死叉
603939.SH,20250909-20250911,死叉
603956.SH,20250909-20250911,死叉
603958.SH,20250909-20250911,死叉
603970.SH,20250909-20250911,死叉
603982.SH,20250909-20250911,死叉
603983.SH,20250909-20250911,死叉
603990.SH,20250909-20250911,死叉
603991.SH,20250909-20250911,死叉
603997.SH,20250909-20250911,死叉
605009.SH,20250909-20250911,死叉
605011.SH,20250909-20250911,死叉
605018.SH,20250909-20250911,死叉
605056.SH,20250909-20250911,死叉
605199.SH,20250909-20250911,死叉
605336.SH,20250909-20250911,死叉
605368.SH,20250909-20250911,死叉
605398.SH,20250909-20250911,死叉
605599.SH,20250909-20250911,死叉
688010.SH,20250909-20250911,死叉
688038.SH,20250909-20250911,死叉
688078.SH,20250909-20250911,死叉
688084.SH,20250909-20250911,死叉
688096.SH,20250909-20250911,死叉
688129.SH,20250909-20250911,死叉
688132.SH,20250909-20250911,死叉
688136.SH,20250909-20250911,死叉
688151.SH,20250909-20250911,死叉
688160.SH,20250909-20250911,死叉
688179.SH,20250909-20250911,死叉
688182.SH,20250909-20250911,死叉
688232.SH,20250909-20250911,死叉
688244.SH,20250909-20250911,死叉
688253.SH,20250909-20250911,死叉
688266.SH,20250909-20250911,死叉
688282.SH,20250909-20250911,死叉
688287.SH,20250909-20250911,死叉
688288.SH,20250909-20250911,死叉
688369.SH,20250909-20250911,死叉
688393.SH,20250909-20250911,死叉
688522.SH,20250909-20250911,死叉
688543.SH,20250909-20250911,死叉
688563.SH,20250909-20250911,死叉
688597.SH,20250909-20250911,死叉
688600.SH,20250909-20250911,死叉
688631.SH,20250909-20250911,死叉
688633.SH,20250909-20250911,死叉
688685.SH,20250909-20250911,死叉
688722.SH,20250909-20250911,死叉
688755.SH,20250909-20250911,死叉
688776.SH,20250909-20250911,死叉
688793.SH,20250909-20250911,死叉
830964.BJ,20250909-20250911,死叉
831087.BJ,20250909-20250911,死叉
831304.BJ,20250909-20250911,死叉
831689.BJ,20250909-20250911,死叉
832023.BJ,20250909-20250911,死叉
832171.BJ,20250909-20250911,死叉
832419.BJ,20250909-20250911,死叉
832982.BJ,20250909-20250911,死叉
833030.BJ,20250909-20250911,死叉
833171.BJ,20250909-20250911,死叉
833230.BJ,20250909-20250911,死叉
833429.BJ,20250909-20250911,死叉
833533.BJ,20250909-20250911,死叉
833781.BJ,20250909-20250911,死叉
834033.BJ,20250909-20250911,死叉
835305.BJ,20250909-20250911,死叉
835579.BJ,20250909-20250911,死叉
835985.BJ,20250909-20250911,死叉
836433.BJ,20250909-20250911,死叉
837006.BJ,20250909-20250911,死叉
837046.BJ,20250909-20250911,死叉
837212.BJ,20250909-20250911,死叉
837592.BJ,20250909-20250911,死叉
838227.BJ,20250909-20250911,死叉
838924.BJ,20250909-20250911,死叉
839680.BJ,20250826-20250911,死叉
839725.BJ,20250909-20250911,死叉
870299.BJ,20250909-20250911,死叉
870436.BJ,20250909-20250911,死叉
870866.BJ,20250909-20250911,死叉
871396.BJ,20250909-20250911,死叉
871642.BJ,20250909-20250911,死叉
872351.BJ,20250909-20250911,死叉
872374.BJ,20250909-20250911,死叉
872541.BJ,20250909-20250911,死叉
