ts_code,period,reason
000006.SZ,20250820,死叉
000021.SZ,20250820,死叉
000032.SZ,20250820,死叉
000011.SZ,20250820,死叉
000037.SZ,20250820,死叉
000042.SZ,20250820,死叉
000056.SZ,20250820,死叉
000062.SZ,20250820,死叉
000070.SZ,20250820,死叉
000153.SZ,20250820,死叉
000402.SZ,20250421,死叉
000409.SZ,20250820,死叉
000514.SZ,20250820,死叉
000503.SZ,20250820,死叉
000429.SZ,20250820,死叉
000501.SZ,20250820,死叉
000521.SZ,20250820,死叉
000541.SZ,20250820,死叉
000561.SZ,20250820,死叉
000566.SZ,20250820,死叉
000617.SZ,20250820,死叉
000628.SZ,20250820,死叉
000657.SZ,20250820,死叉
000656.SZ,20250820,死叉
000661.SZ,20250820,死叉
000665.SZ,20250820,死叉
000679.SZ,20250820,死叉
000697.SZ,20250820,死叉
000710.SZ,20250820,死叉
000723.SZ,20250820,死叉
000752.SZ,20250820,死叉
000753.SZ,20250820,死叉
000756.SZ,20250820,死叉
000786.SZ,20250820,死叉
000788.SZ,20250820,死叉
000801.SZ,20250820,死叉
000803.SZ,20250820,死叉
000821.SZ,20250820,死叉
000856.SZ,20250820,死叉
000886.SZ,20250820,死叉
000892.SZ,20250820,死叉
000890.SZ,20250820,死叉
000901.SZ,20250820,死叉
000902.SZ,20250421,死叉
000915.SZ,20250820,死叉
000926.SZ,20250820,死叉
000931.SZ,20250820,死叉
000933.SZ,20250820,死叉
000952.SZ,20250820,死叉
000980.SZ,20250820,死叉
000987.SZ,20250820,死叉
000989.SZ,20250820,死叉
001202.SZ,20250820,死叉
001212.SZ,20250820,死叉
001225.SZ,20250820,死叉
001228.SZ,20250421,死叉
001230.SZ,20250820,死叉
001234.SZ,20250820,死叉
001236.SZ,20250820,死叉
001260.SZ,20250820,死叉
001266.SZ,20250820,死叉
001267.SZ,20250820,死叉
001269.SZ,20250820,死叉
001277.SZ,20250820,死叉
001286.SZ,20250820,死叉
001287.SZ,20250820,死叉
001296.SZ,20250820,死叉
001299.SZ,20250820,死叉
001306.SZ,20250820,死叉
001316.SZ,20250820,死叉
001317.SZ,20250820,死叉
001324.SZ,20250820,死叉
001336.SZ,20250820,死叉
001358.SZ,20250820,死叉
001367.SZ,20250820,死叉
,,数据为空
001400.SZ,20250820,死叉
002005.SZ,20250820,死叉
002012.SZ,20250820,死叉
002015.SZ,20250820,死叉
002020.SZ,20250820,死叉
002021.SZ,20250521,死叉
002022.SZ,20250820,死叉
002030.SZ,20250820,死叉
002032.SZ,20250820,死叉
002038.SZ,20250820,死叉
002039.SZ,20250820,死叉
002049.SZ,20250820,死叉
002062.SZ,20250820,死叉
002073.SZ,20250820,死叉
002080.SZ,20250820,死叉
002082.SZ,20250820,死叉
002086.SZ,20250820,死叉
002097.SZ,20250820,死叉
002102.SZ,20250820,死叉
002107.SZ,20250820,死叉
002121.SZ,20250820,死叉
002125.SZ,20250820,死叉
002131.SZ,20250820,死叉
002134.SZ,20250820,死叉
002153.SZ,20250820,死叉
002159.SZ,20250521,死叉
002161.SZ,20250820,死叉
002168.SZ,20250820,死叉
002173.SZ,20250820,死叉
002171.SZ,20250820,死叉
002176.SZ,20250820,死叉
002193.SZ,20250820,死叉
002196.SZ,20250820,死叉
002198.SZ,20250521,死叉
002205.SZ,20250820,死叉
002208.SZ,20250521,死叉
002218.SZ,20250820,死叉
002234.SZ,20250820,死叉
002231.SZ,20250820,死叉
002240.SZ,20250820,死叉
002238.SZ,20250820,死叉
002245.SZ,20250820,死叉
002249.SZ,20250820,死叉
002262.SZ,20250820,死叉
002267.SZ,20250820,死叉
002270.SZ,20250820,死叉
002278.SZ,20250820,死叉
002283.SZ,20250820,死叉
002287.SZ,20250820,死叉
002295.SZ,20250820,死叉
002298.SZ,20250820,死叉
002309.SZ,20250820,死叉
002311.SZ,20250820,死叉
002317.SZ,20250820,死叉
002318.SZ,20250820,死叉
002319.SZ,20250820,死叉
002329.SZ,20250521,死叉
002331.SZ,20250820,死叉
002334.SZ,20250820,死叉
002335.SZ,20250820,死叉
002342.SZ,20250820,死叉
002343.SZ,20250820,死叉
002354.SZ,20250521,死叉
002361.SZ,20250820,死叉
002364.SZ,20250820,死叉
002365.SZ,20250820,死叉
002362.SZ,20250820,死叉
002368.SZ,20250820,死叉
002370.SZ,20250820,死叉
002382.SZ,20250820,死叉
002393.SZ,20250820,死叉
002398.SZ,20250820,死叉
002399.SZ,20250521,死叉
002401.SZ,20250820,死叉
002413.SZ,20250820,死叉
002420.SZ,20250820,死叉
002418.SZ,20250521,死叉
002423.SZ,20250820,死叉
002422.SZ,20250820,死叉
002424.SZ,20250820,死叉
002430.SZ,20250820,死叉
002432.SZ,20250820,死叉
002436.SZ,20250820,死叉
002437.SZ,20250820,死叉
002445.SZ,20250820,死叉
002458.SZ,20250820,死叉
002459.SZ,20250820,死叉
002462.SZ,20250820,死叉
002465.SZ,20250820,死叉
002481.SZ,20250820,死叉
002484.SZ,20250820,死叉
002510.SZ,20250820,死叉
002514.SZ,20250820,死叉
002518.SZ,20250820,死叉
002534.SZ,20250820,死叉
002544.SZ,20250820,死叉
002549.SZ,20250820,死叉
002551.SZ,20250820,死叉
002562.SZ,20250820,死叉
002564.SZ,20250820,死叉
002569.SZ,20250820,死叉
002566.SZ,20250820,死叉
002584.SZ,20250820,死叉
002598.SZ,20250820,死叉
002599.SZ,20250820,死叉
002613.SZ,20250820,死叉
002633.SZ,20250820,死叉
002637.SZ,20250820,死叉
002645.SZ,20250820,死叉
002660.SZ,20250820,死叉
002664.SZ,20250820,死叉
002669.SZ,20250820,死叉
002670.SZ,20250820,死叉
002675.SZ,20250820,死叉
002674.SZ,20250820,死叉
002676.SZ,20250820,死叉
002688.SZ,20250820,死叉
002693.SZ,20250820,死叉
002706.SZ,20250820,死叉
002719.SZ,20250820,死叉
002723.SZ,20250820,死叉
002730.SZ,20250820,死叉
002733.SZ,20250820,死叉
002738.SZ,20250820,死叉
002741.SZ,20250820,死叉
