ts_code,period,reason
000001.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000002.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000004.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000006.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000007.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000008.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000009.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000010.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000011.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000012.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000014.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000016.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000017.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000019.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000020.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000021.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000025.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000026.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000027.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000028.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000029.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000030.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000031.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000032.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000034.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000035.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000036.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000037.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000039.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000042.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000045.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000048.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000049.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000050.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000055.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000056.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000058.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000059.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000060.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000061.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000062.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000063.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000065.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000066.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000068.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000069.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000070.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000078.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000088.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000089.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000090.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000096.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000099.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000100.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000151.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000153.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000155.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000156.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000157.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000158.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000159.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000166.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000301.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000333.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000338.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000400.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000401.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000402.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000403.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000404.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000407.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000408.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000409.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
000410.SZ,20250901,"screen:D60:ANY::C>O AND C>MA(C,5)"
