ts_code,period,reason
000008.SZ,20251029,pass
000006.SZ,20251029,pass
000019.SZ,20251029,pass
000016.SZ,20251029,pass
000009.SZ,20251029,pass
000014.SZ,20251029,pass
000021.SZ,20251029,pass
000004.SZ,20251029,pass
000011.SZ,20251029,pass
000017.SZ,20251029,pass
000020.SZ,20251029,pass
000027.SZ,20251029,pass
000025.SZ,20251029,pass
000029.SZ,20251029,pass
000031.SZ,20251029,pass
000035.SZ,20251029,pass
000048.SZ,20251029,pass
000049.SZ,20251029,pass
000039.SZ,20251029,pass
000036.SZ,20251029,pass
000045.SZ,20251029,pass
000055.SZ,20251029,pass
000050.SZ,20251029,pass
000061.SZ,20251029,pass
000058.SZ,20251029,pass
000060.SZ,20251029,pass
000065.SZ,20251029,pass
000063.SZ,20251029,pass
000068.SZ,20251029,pass
000066.SZ,20251029,pass
000069.SZ,20251029,pass
000070.SZ,20251029,pass
000089.SZ,20251029,pass
000090.SZ,20251029,pass
000155.SZ,20251029,pass
000157.SZ,20251029,pass
000158.SZ,20251029,pass
000159.SZ,20251029,pass
000166.SZ,20251029,pass
000301.SZ,20251029,pass
000333.SZ,20251029,pass
000400.SZ,20251029,pass
000401.SZ,20251029,pass
000402.SZ,20251029,pass
000408.SZ,20251029,pass
000410.SZ,20251029,pass
000415.SZ,20251029,pass
000411.SZ,20251029,pass
000417.SZ,20251029,pass
000419.SZ,20251029,pass
000421.SZ,20251029,pass
000422.SZ,20251029,pass
000425.SZ,20251029,pass
000426.SZ,20251029,pass
000430.SZ,20251029,pass
000498.SZ,20251029,pass
000506.SZ,20251029,pass
000509.SZ,20251029,pass
000510.SZ,20251029,pass
000514.SZ,20251029,pass
000517.SZ,20251029,pass
000518.SZ,20251029,pass
000524.SZ,20251029,pass
000528.SZ,20251029,pass
000530.SZ,20251029,pass
000531.SZ,20251029,pass
000534.SZ,20251029,pass
000538.SZ,20251029,pass
000537.SZ,20251029,pass
000539.SZ,20251029,pass
000543.SZ,20251029,pass
000544.SZ,20251029,pass
000546.SZ,20251029,pass
000548.SZ,20251029,pass
000550.SZ,20251029,pass
000551.SZ,20251029,pass
000552.SZ,20251029,pass
000554.SZ,20251029,pass
000555.SZ,20251029,pass
000559.SZ,20251029,pass
000563.SZ,20251029,pass
000564.SZ,20251029,pass
000567.SZ,20251029,pass
000568.SZ,20251029,pass
000571.SZ,20251029,pass
000572.SZ,20251029,pass
000573.SZ,20251029,pass
000581.SZ,20251029,pass
000582.SZ,20251029,pass
000586.SZ,20251029,pass
000589.SZ,20251029,pass
000590.SZ,20251029,pass
000591.SZ,20251029,pass
000592.SZ,20251029,pass
000593.SZ,20251029,pass
000595.SZ,20251029,pass
000596.SZ,20251029,pass
000597.SZ,20251029,pass
000599.SZ,20251029,pass
000600.SZ,20251029,pass
000603.SZ,20251029,pass
